2127;Australian Journal of Career Development;1038-4162;2200-6974;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
2128;AUSTRALIAN JOURNAL OF CHEMISTRY;0004-9425;1445-0038;Australian Journal of Chemistry;;0004-9425;40;;;;;;;;;;;x;;;;;;x;;;;;x;x;;;;;;;;;;;;;;;;;;x;;;
2129;Australian Journal of Civil Engineering;1448-8353;2204-2245;Australian Journal of Civil Engineering;1448-8353;;20;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2130;Australian Journal of Competition and Consumer Law;1838-9260;1838-9260;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
2131;AUSTRALIAN JOURNAL OF EARTH SCIENCES;0812-0099;1440-0952;Australian Journal of Earth Sciences;0812-0099;;70;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
2132;AUSTRALIAN JOURNAL OF EDUCATION;0004-9441;2050-5884;Australian Journal of Education;0004-9441;;70;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;
2133;Australian Journal of Educational and Developmental Psychology;1446-5442;1446-5442;Australian Journal of Educational and Developmental Psychology;1446-5442;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;
2134;Australian Journal of Emergency Management;1324-1540;1324-1540;Australian Journal of Emergency Management;1324-1540;2204-2288;40;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;x;;;x;;;;;;;;;;;;;
2135;Australian Journal of Environmental Education;0814-0626;2049-775X;Australian Journal of Environmental Education;0814-0626;;40;;;;;;;;x;;;;;;;;x;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;
2136;Australian Journal of Forensic Sciences;0045-0618;1834-562X;Australian Journal of Forensic Sciences;0045-0618;;40;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;x;;;
2137;AUSTRALIAN JOURNAL OF FRENCH STUDIES;0004-9468;2046-2913;Australian Journal of French Studies;0004-9468;;70;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138;AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH;1322-7130;1755-0238;Australian Journal of Grape and Wine Research;1322-7130;;100;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;
2139;Australian Journal of Indigenous Education;1326-0111;2049-7784;Australian Journal of Indigenous Education;1326-0111;2049-7784;70;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2140;AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS;1035-7718;1465-332X;Australian Journal of International Affairs;1035-7718;;100;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;
2141;Australian Journal of Language and Literacy;1038-1562;1839-4728;Australian Journal of Language and Literacy;1038-1562;;70;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
2142;Australian Journal of Learning Difficulties;1940-4158;1940-4166;Australian Journal of Learning Difficulties;1940-4158;1940-4166;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;
2143;Australian Journal of Linguistics;0726-8602;1469-2996;Australian Journal of Linguistics;0726-8602;;100;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2144;AUSTRALIAN JOURNAL OF MANAGEMENT;0312-8962;1327-2020;Australian Journal of Management;0312-8962;1327-2020;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;
2145;Australian Journal of Mechanical Engineering;1448-4846;2204-2253;Australian Journal of Mechanical Engineering;1448-4846;;20;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2146;AUSTRALIAN JOURNAL OF POLITICAL SCIENCE;1036-1146;1363-030X;Australian Journal of Political Science;1036-1146;;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;x;;;;;;;;;;;
2147;AUSTRALIAN JOURNAL OF POLITICS AND HISTORY;0004-9522;1467-8497;Australian Journal of Politics and History;0004-9522;1467-8497;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;
2148;Australian Journal of Primary Health;1448-7527;1836-7399;Australian Journal of Primary Health;1448-7527;;40;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;x;;;;;;;;;;;;;;;;
2149;AUSTRALIAN JOURNAL OF PSYCHOLOGY;0004-9530;1742-9536;Australian Journal of Psychology;0004-9530;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;
2150;AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION;0313-6647;1467-8500;Australian Journal of Public Administration;0313-6647;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;
2151;Australian Journal of Rehabilitation Counselling;1323-8922;1838-6059;Australian Journal of Rehabilitation Counselling;1323-8922;1838-6059;20;;;;;;;;;;;x;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2152;Australian Journal of Rural Health;1038-5282;1440-1584;Australian Journal of Rural Health;1038-5282;1440-1584;40;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2153;AUSTRALIAN JOURNAL OF SOCIAL ISSUES;1839-4655;1839-4655;Australian Journal of Social Issues;0157-6321;;70;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
2154;Australian Journal of Structural Engineering;1328-7982;2204-2261;Australian Journal of Structural Engineering;1328-7982;;20;;;;;;;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2155;Australian Journal of Teacher Education;1835-517X;1835-517X;Australian Journal of Teacher Education;0313-5373;;70;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;;;;;;;;;;
2156;Australian Journal of Water Resources;1324-1583;1324-1583;Australian Journal of Water Resources;1324-1583;;20;;;;;;;;x;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;
2157;AUSTRALIAN JOURNAL OF ZOOLOGY;0004-959X;1446-5698;Australian Journal of Zoology;0004-959X;;40;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;x;;;;
2158;AUSTRALIAN LAW JOURNAL;0004-9611;0004-9611;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
2159;AUSTRALIAN LITERARY STUDIES;0004-9697;1837-6479;Australian Literary Studies;0004-9697;;40;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160;AUSTRALIAN MAMMALOGY;0310-0049;1836-7402;Australian Mammalogy;0310-0049;;40;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;x;;;;
2161;Australian Mathematics Teacher;0045-0685;1839-4779;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
2162;Australian Occupational Therapy Journal;0045-0766;1440-1630;Australian Occupational Therapy Journal;0045-0766;1440-1630;70;;;;;;;;;;;x;;;;;;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;
2163;Australian Orthodontic Journal;0587-3908;;Australian orthodontic journal;0587-3908;;20;;;;;;;;;;;x;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
2164;Australian Planner;0729-3682;2150-6841;Australian Planner;0729-3682;2150-6841;70;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;
2165;Australian Prescriber;0312-8008;1839-3942;Australian Prescriber;0312-8008;1839-3942;40;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2166;AUSTRALIAN PSYCHOLOGIST;0005-0067;1742-9544;Australian Psychologist;0005-0067;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
2167;Australian Review of Applied Linguistics;0155-0640;1833-7139;Australian Review of Applied Linguistics;0155-0640;;40;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2168;Australian Review of Public Affairs;1832-1526;1832-1526;;;;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
2169;Australian Senior Mathematics Journal;0819-4564;1839-4809;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;
2170;Australian Social Work;0312-407X;1447-0748;Australian Social Work;0312-407X;;70;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;x;;x;;;;;;;;;;;
2171;AUSTRALIAN SYSTEMATIC BOTANY;1030-1887;1446-5701;Australian Systematic Botany;1030-1887;;40;;;;;;;;;;;;;;;;;x;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
2172;AUSTRALIAN TAX REVIEW;0311-094X;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;
2173;Australian Universities Review;0818-8068;0818-8068;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;
2174;AUSTRALIAN VETERINARY JOURNAL;0005-0423;1751-0813;Australian Veterinary Journal;0005-0423;;70;;;;;;;;;;;x;;;;;;x;;;;;;;x;x;;;;;;;;;;;;;;;;;;;
2175;Austrian History Yearbook;0067-2378;1558-5255;Austrian History Yearbook;0067-2378;;100;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2176;Austrian Journal of Clinical Endocrinology and Metabolism;1998-7773;1998-7781;Austrian Journal of Clinical Endocrinology and Metabolism;1998-7773;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2177;Austrian Journal of Earth Sciences;2072-7151;2072-7151;Austrian Journal of Earth Sciences;0251-7493;;40;;;;;;;;;;;;;x;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;
2178;Austrian Journal of Forest Science;0379-5292;0375-524X;Austrian Journal of Forest Science;0379-5292;;40;;;;;;;;;;;;;;;;x;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;
2179;Austrian Journal of Political Science;2313-5433;2313-5433;Austrian Journal of Political Science;;2313-5433;20;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;
2180;Austrian Journal of Statistics;1026-597X;1026-597X;Austrian Journal of Statistics;;1026-597X;40;;;;;;;;;;x;;;;;x;;;;;;;;;;;x;;;;;;;x;;;;;;x;;;;;
2181;Austrian Studies;1350-7532;2222-4262;;;;20;;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2182;AUT AUT;0005-0601;;Aut Aut;0005-0601;;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2183;Autex Research Journal;1470-9589;2300-0929;Autex Research Journal;1470-9589;;140;;;;;;;;;;;x;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;
2184;AUTISM;1362-3613;1461-7005;Autism;1362-3613;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;
2185;Autism Research;1939-3792;1939-3806;Autism Research;1939-3792;1939-3806;100;;;;;;;;;;x;x;;;;;;x;x;;x;;;;;;;;;;;;;;x;;x;;;;x;;;;
2186;Autoimmune Diseases;2090-0422;2090-0430;Autoimmune Diseases;2090-0422;2090-0430;70;;;;;;;;;;;x;;;;;;x;x;;x;;;;x;;;;;;;;;;;;;;;;;x;;;
2187;AUTOIMMUNITY;0891-6934;1607-842X;Autoimmunity;0891-6934;;70;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;x;;;
2188;Autoimmunity Highlights;2038-0305;2038-3274;Autoimmunity Highlights;2038-0305;2038-3274;70;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
2189;AUTOIMMUNITY REVIEWS;1568-9972;1873-0183;Autoimmunity Reviews;1568-9972;;140;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;x;;;
2190;Automated Software Engineering;0928-8910;1573-7535;Automated Software Engineering;0928-8910;1573-7535;100;;;;;;;;;;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2191;AUTOMATIC CONTROL AND COMPUTER SCIENCES;0146-4116;1558-108X;Automatic Control and Computer Sciences;0146-4116;;20;;;;;;;;;x;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2192;Automatic Documentation and Mathematical Linguistics;0005-1055;1934-8371;;;;20;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2193;AUTOMATICA;0005-1098;1873-2836;Automatica;0005-1098;;200;;;;;;;;;x;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2194;Automatika;0005-1144;1848-3380;Automatika;0005-1144;;20;;;;;;;;;x;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2195;AUTOMATION AND REMOTE CONTROL;0005-1179;1608-3032;Automation and Remote Control;0005-1179;1608-3032;40;;;;;;;;;x;x;x;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
2196;AUTOMATION IN CONSTRUCTION;0926-5805;1872-7891;Automation in Construction;0926-5805;;140;;;;;;;;;x;x;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2197;AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL;1566-0702;1872-7484;Autonomic Neuroscience: Basic and Clinical;1566-0702;;70;;;;;;;;;;;x;;;;;;x;x;;x;;;;x;;;;;;;;;;;;;;;;x;;;;
2198;AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS;1387-2532;1573-7454;Autonomous Agents and Multi-Agent Systems;1387-2532;1573-7454;70;;;;;;;;;x;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2199;AUTONOMOUS ROBOTS;0929-5593;1573-7527;Autonomous Robots;0929-5593;1573-7527;100;;;;;;;;;x;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2200;Autophagy;1554-8627;1554-8635;Autophagy;1554-8627;;200;;;;;;;;;;;x;;;;;;x;x;;x;;x;;;;;;;;;;;;;;;;;;x;;;;
2201;Avances;1562-3297;1562-3297;;;;20;x;;x;;;x;;;;x;;;x;x;;;x;;;;;x;;;;;;;;x;x;x;;;;;;;;;;;;
2202;Avances de Investigacion en Educacion Matematica;2254-4313;2254-4313;Avances de Investigacion en Educacion Matematica;;2254-4313;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
2203;Avances del Cesor;1514-3899;2422-6580;;;;40;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2204;Avances en Biomedicina;2244-7881;2244-7881;;;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Avances en Ciencias e Ingenieria;0718-8706;0718-8706;;;;20;;;;;;;;;;;x;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2206;Avances en Diabetologia;1134-3230;2013-6234;;;;20;;;;;;;;;;;x;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2207;Avances en Psicologia Latinoamericana;1794-4724;2145-4515;Avances en Psicología Latinoamericana;1794-4724;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
2208;Avant;2082-7598;2082-6710;Avant;2082-7598;2082-6710;40;;x;x;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
2209;AVANT SCENE OPERA;0295-1371;;Avant Scene Opera;0764-2873;;70;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2210;Avian Biology Research;1758-1559;1758-1567;Avian Biology Research;1758-1559;;40;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;x;;;;
2211;Avian Conservation and Ecology;1712-6568;;Avian Conservation and Ecology;1712-6568;1712-6576;70;;;;;;;;;;;;;;;;x;;;;;x;;;;x;;;;;;;;;;;;;;;x;;;;
2212;AVIAN DISEASES;0005-2086;1938-4351;Avian Diseases;0005-2086;;70;;;;;;;;;;;;;;;;;x;x;;;x;;;x;x;;;;;;;;;;;;;;;x;;;;
2213;AVIAN PATHOLOGY;0307-9457;1465-3338;Avian Pathology;0307-9457;1465-3338;100;;;;;;;;;;;;;;;;;x;;;;x;;;x;x;;;;;;;;;;;;;;;x;;;;
2214;Avian Research;2053-7166;2053-7166;Avian Research;;2053-7166;40;;;;;;;;;;;;;;;;;;;;;x;;;x;x;;;;;;;;;;;;;;;x;;;;
2215;Aviation;1648-7788;1822-4180;Aviation;1648-7788;;40;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2216;Avicenna;2220-2749;2220-2749;;;;20;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;
2217;Avicenna Journal of Phytomedicine;2228-7930;2228-7949;Avicenna Journal of Phytomedicine;2228-7930;2228-7949;20;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;x;;;
2218;Axiomathes;1122-1151;1572-8390;Axiomathes;1122-1151;;70;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;
2219;Axioms;2075-1680;2075-1680;Axioms;;2075-1680;20;;x;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;
2220;Ayer;1134-2277;;Ayer;1134-2277;;70;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
2221;Azania-Archaeological Research in Africa;0067-270X;1945-5534;Azania;0067-270X;;140;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2222;Azerbaijan Journal of Mathematics;2218-6816;2218-6816;Azerbaijan Journal of Mathematics;2218-6816;2221-9501;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
2223;B E Journal of Economic Analysis & Policy;1935-1682;1935-1682;B.E. Journal of Economic Analysis and Policy;1935-1682;;40;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;
2224;B E Journal of Macroeconomics;1935-1690;1935-1690;B.E. Journal of Macroeconomics;1935-1690;;70;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;
2225;B E Journal of Theoretical Economics;1935-1704;1935-1704;B.E. Journal of Theoretical Economics;1935-1704;;20;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;
2226;Babel-Litteratures Plurielles;1277-7897;2263-4746;;;;20;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2227;Babel-Revue Internationale de la Traduction-International Journal of Translation;0521-9744;1569-9668;Babel;0521-9744;;70;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2228;BACH;0005-3600;0005-3600;Bach;0005-3600;;20;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2229;Bagh-e Nazar;1735-9635;2251-7197;;;;40;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2230;Bahrain Medical Bulletin;1012-8298;1012-8298;Bahrain Medical Bulletin;1012-8298;;20;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2231;Bajo Palabra-Journal of Philosophy;1576-3935;1887-505X;Bajo Palabra;1576-3935;1887-505X;20;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2232;Balcanica;0350-7653;0350-7653;;;;40;;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
2233;Bali Medical Journal;2089-1180;2302-2914;;;;20;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2234;Balint-Journal;1439-5142;1439-9008;;;;20;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2235;Balkan Journal of Medical Genetics;1311-0160;1311-0160;Balkan Journal of Medical Genetics;1311-0160;;20;;;;;;;;;;;x;;;;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;
2236;Balkan Journal of Philosophy;1313-888X;2367-5438;Balkan Journal of Philosophy;1313-888X;2367-5438;20;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2237;Balkan Medical Journal;2146-3123;2146-3131;Balkan Medical Journal;2146-3123;2146-3131;40;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2238;Balkanistic Forum;1310-3970;2535-1265;Balkanistic Forum;1310-3970;;20;;;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;x;;;;;;;;;
2239;BALLET REVIEW;0522-0653;;Ballet Review;0522-0653;;40;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2240;Balneo Research Journal;2069-7597;2069-7619;;;;20;;;;;;;;;;;x;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2241;Balsa de Piedra-Revista de Teoria y Geoestrategia Iberoamericana y Mediterranea;2255-047X;2255-047X;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;
2242;BALTIC FORESTRY;1392-1355;1392-1355;Baltic Forestry;1392-1355;;70;;;;;;;;;;;;;;x;;x;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;
2243;Baltic Journal of Art History;1736-8812;2346-5581;Baltic Journal of Art History;1736-8812;2346-5581;20;;;x;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2244;Baltic Journal of Economic Studies;2256-0742;2256-0963;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;;;;;;;;;;;
2245;Baltic Journal of Economics;1406-099X;2334-4385;Baltic Journal of Economics;1406-099X;;40;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;
2246;Baltic Journal of European Studies;2228-0588;2228-0596;Baltic Journal of European Studies;;2228-0596;40;;;x;;;x;;;;;;;;;;;;;;;;;;;;x;;x;;x;;x;x;;;;;;;;;;;
2247;Baltic Journal of Health and Physical Activity;2080-1297;2080-9999;;;;20;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;
2248;Baltic Journal of Management;1746-5265;1746-5273;Baltic Journal of Management;1746-5265;;70;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;
2249;Baltic Journal of Modern Computing;2255-8942;2255-8950;;;;20;;;;;;;;;;x;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
2250;Baltic Journal of Road and Bridge Engineering;1822-427X;1822-4288;Baltic Journal of Road and Bridge Engineering;1822-427X;1822-4288;40;;;;;;;;x;;;;;x;;;x;;;;;x;;;;;;;;;;x;;;;;;;;;;;;;
2251;Baltic Region;2079-8555;2310-0524;;;;20;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;x;;x;x;;;;;;;;;;;;;
2252;Baltica;0067-3064;1648-858X;Baltica;0067-3064;;40;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
2253;Banach Journal of Mathematical Analysis;1735-8787;1735-8787;Banach Journal of Mathematical Analysis;1735-8787;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;
2254;Banats Journal of Biotechnology;2068-4673;2068-4673;;;;20;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;x;;;;
2255;BANGLADESH JOURNAL OF BOTANY;0253-5416;2079-9926;Bangladesh Journal of Botany;0253-5416;;20;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;x;;;;
2256;Bangladesh Journal of Medical Science;2223-4721;2076-0299;Bangladesh Journal of Medical Science;2223-4721;2076-0299;20;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2257;Bangladesh Journal of Otorhinolaryngology;1728-8835;2304-6244;;;;20;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
2258;Bangladesh Journal of Pharmacology;1991-007X;1991-0088;Bangladesh Journal of Pharmacology;1991-007X;1991-0088;40;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2259;Bangladesh Journal of Plant Taxonomy;1028-2092;2224-7297;Bangladesh Journal of Plant Taxonomy;1028-2092;;40;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;x;;;;
2260;Barataria-Revista Castellano-Manchega de Ciencias Sociales;1575-0825;2172-3184;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;
2261;Bariatric Surgical Practice and Patient Care;2168-023X;2168-0248;Bariatric Surgical Patient Care;2168-023X;2168-0248;40;;;;;;;;;;;x;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;
2262;Basal Ganglia;2210-5336;2210-5344;Basal Ganglia;2210-5336;;40;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;x;;;;
2263;BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY;1742-7835;1742-7843;Basic and Clinical Pharmacology and Toxicology;1742-7835;;70;;;;;;;;;;;x;;;;;;x;x;;x;;;;x;;;;;;;;;;;;;;;;x;x;;;
2264;BASIC AND APPLIED ECOLOGY;1439-1791;1618-0089;Basic and Applied Ecology;1439-1791;;70;;;;;;;;;;;;;;;;x;;;;;x;x;;;;;;;;;;;;;;;;;;x;;;;
2265;BASIC AND APPLIED SOCIAL PSYCHOLOGY;0197-3533;1532-4834;Basic and Applied Social Psychology;0197-3533;1532-4834;100;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;x;;x;;;x;;;;;;;;
2266;Basic and Clinical Neuroscience;2008-126X;2228-7442;Basic and Clinical Neuroscience;2008-126X;;70;;;;;;;;;;;x;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
2267;BASIC RESEARCH IN CARDIOLOGY;0300-8428;1435-1803;Basic Research in Cardiology;0300-8428;1435-1803;140;;;;;;;;;;;x;;;;;;x;x;;x;;;;x;;;;;;;;;;;;;;;;x;;;;
2268;BASIN RESEARCH;0950-091X;1365-2117;Basin Research;0950-091X;1365-2117;140;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;
2269;Batteries-Basel;2313-0105;2313-0105;;;;40;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;
2270;Bauingenieur;0005-6650;1436-4867;;;;20;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2271;Bauphysik;0171-5445;1437-0980;;;;20;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
